,timestamp,price,prediction,action,trade_amount,trade_shares,shares_held,cash,portfolio_value,in_position,actual_future_return,peak_value,drawdown,daily_return
16,2025-03-02 17:00:00,171.47,0.027420809023129458,HOLD,0.0,0.0,63.260762671312776,1004.6718164649919,11851.994791714993,True,0.030909196944072015,11908.929478119175,0.00478083999983292,
17,2025-03-02 18:00:00,168.83,0.040538664139856,HOLD,0.0,0.0,63.260762671312776,1004.6718164649919,11684.986378262729,True,0.05857963632055907,11908.929478119175,0.01880463733267601,
18,2025-03-02 19:00:00,172.2,0.004523669917864713,HOLD,0.0,0.0,63.260762671312776,1004.6718164649919,11898.17514846505,True,0.012137049941927991,11908.929478119175,0.0009030475555240614,
19,2025-03-02 20:00:00,175.63,-0.02737450549308529,SELL,11110.487747962663,63.260762671312776,0.0,12104.049076679692,12104.049076679692,False,-0.01850481125092529,12104.049076679692,0.0,
20,2025-03-02 21:00:00,175.51,-0.024876342743722305,HOLD,0.0,0.0,0.0,12104.049076679692,12104.049076679692,False,-0.02336049227964221,12104.049076679692,0.0,
21,2025-03-02 22:00:00,176.77,-0.04188593324216756,HOLD,0.0,0.0,0.0,12104.049076679692,12104.049076679692,False,-0.039203484754200435,12104.049076679692,0.0,
22,2025-03-02 23:00:00,178.72,-0.04584875961009913,HOLD,0.0,0.0,0.0,12104.049076679692,12104.049076679692,False,-0.05186884512085954,12104.049076679692,0.0,
23,2025-03-03 00:00:00,174.29,-0.032303256944014244,HOLD,0.0,0.0,0.0,12104.049076679692,12104.049076679692,False,-0.026220666704917073,12104.049076679692,0.0,
24,2025-03-03 01:00:00,172.38,-0.0526445547394431,HOLD,0.0,0.0,0.0,12104.049076679692,12104.049076679692,False,-0.06184012066365008,12104.049076679692,0.0,0.21040490766796927
25,2025-03-03 02:00:00,171.41,-0.05230650104176386,HOLD,0.0,0.0,0.0,12104.049076679692,12104.049076679692,False,-0.053497462225074344,12104.049076679692,0.0,0.2114952533960257
26,2025-03-03 03:00:00,169.84,-0.052403340028335264,HOLD,0.0,0.0,0.0,12104.049076679692,12104.049076679692,False,-0.06670984455958562,12104.049076679692,0.0,0.20534982377877498
27,2025-03-03 04:00:00,169.45,-0.05038393284164385,HOLD,0.0,0.0,0.0,12104.049076679692,12104.049076679692,False,-0.056594865742106704,12104.049076679692,0.0,0.20640753616581775
28,2025-03-03 05:00:00,169.72,-0.044789044827829014,HOLD,0.0,0.0,0.0,12104.049076679692,12104.049076679692,False,-0.048373792128211246,12104.049076679692,0.0,0.2119529641718798
29,2025-03-03 06:00:00,161.72,-0.009478562701168888,HOLD,0.0,0.0,0.0,12104.049076679692,12104.049076679692,False,-0.0042666336878555144,12104.049076679692,0.0,0.20477641338329033
30,2025-03-03 07:00:00,162.24,0.00022843933342704754,HOLD,0.0,0.0,0.0,12104.049076679692,12104.049076679692,False,0.010601577909270299,12104.049076679692,0.0,0.20477641338329033
31,2025-03-03 08:00:00,158.51,0.03199907687307993,BUY,10893.644169011723,68.65655494822227,68.65655494822227,1210.4049076679694,12093.15543251068,True,0.0461800517317521,12104.049076679692,0.0008999999999999009,0.20477641338329033
32,2025-03-03 09:00:00,159.86,-0.034927435181546174,SELL,10975.436874022813,68.65655494822227,0.0,12174.866344816759,12174.866344816759,False,-0.030964594019767366,12174.866344816759,0.0,0.2044153349590372
33,2025-03-03 10:00:00,161.51,-0.03085071050813422,HOLD,0.0,0.0,0.0,12174.866344816759,12174.866344816759,False,-0.02389944895052931,12174.866344816759,0.0,0.2056980612068442
34,2025-03-03 11:00:00,161.03,-0.024230945276581466,HOLD,0.0,0.0,0.0,12174.866344816759,12174.866344816759,False,-0.020493075824380647,12174.866344816759,0.0,0.20796837350875363
35,2025-03-03 12:00:00,163.96,-0.04854592582588076,HOLD,0.0,0.0,0.0,12174.866344816759,12174.866344816759,False,-0.047877531105147586,12174.866344816759,0.0,0.21352867947094012
36,2025-03-03 13:00:00,165.83,-0.10078678684758634,HOLD,0.0,0.0,0.0,12174.866344816759,12174.866344816759,False,-0.10281613700777914,12174.866344816759,0.0,0.22262562864524638
37,2025-03-03 14:00:00,154.91,-0.07952465127509907,HOLD,0.0,0.0,0.0,12174.866344816759,12174.866344816759,False,-0.08501710670712015,12174.866344816759,0.0,0.2290279775523376
38,2025-03-03 15:00:00,157.65,-0.09696038849067044,HOLD,0.0,0.0,0.0,12174.866344816759,12174.866344816759,False,-0.08436409768474473,12174.866344816759,0.0,0.11001073959974961
39,2025-03-03 16:00:00,157.73,-0.10255960128476249,HOLD,0.0,0.0,0.0,12174.866344816759,12174.866344816759,False,-0.11418246370379759,12174.866344816759,0.0,0.02233087929407951
40,2025-03-03 17:00:00,156.11,-0.09068926854423216,HOLD,0.0,0.0,0.0,12174.866344816759,12174.866344816759,False,-0.08628531163922892,12174.866344816759,0.0,0.027241958739930183
41,2025-03-03 18:00:00,148.78,-0.04242792098065001,HOLD,0.0,0.0,0.0,12174.866344816759,12174.866344816759,False,-0.04523457453958857,12174.866344816759,0.0,0.041923879985460655
42,2025-03-03 19:00:00,141.74,-0.011135022187908697,HOLD,0.0,0.0,0.0,12174.866344816759,12174.866344816759,False,-0.0011288274305065737,12174.866344816759,0.0,0.023254927154724436
43,2025-03-03 20:00:00,144.35,-0.04551922452128665,HOLD,0.0,0.0,0.0,12174.866344816759,12174.866344816759,False,-0.05479736750952546,12174.866344816759,0.0,0.005850708939499238
44,2025-03-03 21:00:00,139.72,-0.019378715845361424,HOLD,0.0,0.0,0.0,12174.866344816759,12174.866344816759,False,-0.024405954766676174,12174.866344816759,0.0,0.005850708939499238
45,2025-03-03 22:00:00,142.64,-0.03856740815524961,HOLD,0.0,0.0,0.0,12174.866344816759,12174.866344816759,False,-0.0443073471676948,12174.866344816759,0.0,0.005850708939499238
46,2025-03-03 23:00:00,142.05,-0.03510527862556878,HOLD,0.0,0.0,0.0,12174.866344816759,12174.866344816759,False,-0.04160506863780378,12174.866344816759,0.0,0.005850708939499238
47,2025-03-04 00:00:00,141.58,-0.02744609298584698,HOLD,0.0,0.0,0.0,12174.866344816759,12174.866344816759,False,-0.025568583133210976,12174.866344816759,0.0,0.005850708939499238
48,2025-03-04 01:00:00,136.44,-0.0014896578115174643,HOLD,0.0,0.0,0.0,12174.866344816759,12174.866344816759,False,0.0024186455584873645,12174.866344816759,0.0,0.005850708939499238
49,2025-03-04 02:00:00,136.31,0.0034215097886236517,BUY,10957.379710335083,80.30535052912293,80.30535052912293,1217.4866344816764,12163.908965106424,True,-0.0027144009977257966,12174.866344816759,0.0009000000000000119,0.004945443301453745
50,2025-03-04 03:00:00,136.32,0.004608847715792417,HOLD,0.0,0.0,80.30535052912293,1217.4866344816764,12164.712018611714,True,0.009683098591549255,12174.866344816759,0.0008340400557553806,0.005011789158133606
51,2025-03-04 04:00:00,136.14,0.0003399972365092456,HOLD,0.0,0.0,80.30535052912293,1217.4866344816764,12150.257055516471,True,-0.0022036139268398758,12174.866344816759,0.0020213190521606306,0.0038175637378905503
52,2025-03-04 05:00:00,137.96,-0.006229760706644066,SELL,11078.9261589978,80.30535052912293,0.0,12285.333867320478,12285.333867320478,False,-0.007175993041461326,12285.333867320478,0.0,0.014977202214923269
53,2025-03-04 06:00:00,136.77,0.001652713086954565,HOLD,0.0,0.0,0.0,12285.333867320478,12285.333867320478,False,0.0010236162901220425,12285.333867320478,0.0,0.014977202214923269
54,2025-03-04 07:00:00,135.94,0.0013428502704302648,HOLD,0.0,0.0,0.0,12285.333867320478,12285.333867320478,False,0.0026482271590408946,12285.333867320478,0.0,0.014977202214923269
55,2025-03-04 08:00:00,137.64,-0.017200338906826058,HOLD,0.0,0.0,0.0,12285.333867320478,12285.333867320478,False,-0.028625399593141476,12285.333867320478,0.0,0.01589150456903532
56,2025-03-04 09:00:00,135.84,0.00564569752436864,BUY,11056.80048058843,81.31436749195997,81.31436749195997,1228.5333867320478,12274.27706683989,True,0.005079505300353393,12285.333867320478,0.0009000000000000119,0.008165241342912521
57,2025-03-04 10:00:00,136.97,0.004877051616662304,HOLD,0.0,0.0,81.31436749195997,1228.5333867320478,12366.162302105804,True,0.011097320581149317,12366.162302105804,0.0,0.01571236610498694
58,2025-03-04 11:00:00,136.91,0.005204317302887263,HOLD,0.0,0.0,81.31436749195997,1228.5333867320478,12361.283440056288,True,-0.005258929223577513,12366.162302105804,0.00039453323758209535,0.015311633816735393
59,2025-03-04 12:00:00,136.3,0.02675446989593296,HOLD,0.0,0.0,81.31436749195997,1228.5333867320478,12311.681675886193,True,0.03308877476155536,12366.162302105804,0.004405621153001804,0.011237522219509355
60,2025-03-04 13:00:00,133.7,0.057020068521294716,HOLD,0.0,0.0,81.31436749195997,1228.5333867320478,12100.264320407096,True,0.06701570680628288,12366.162302105804,0.021502061448233523,-0.006127543604733221
61,2025-03-04 14:00:00,136.53,0.041092529623162226,HOLD,0.0,0.0,81.31436749195997,1228.5333867320478,12330.383980409342,True,0.048487511902146174,12366.162302105804,0.0028932437422699575,0.012773662657807439
62,2025-03-04 15:00:00,138.49,0.024934951317987175,HOLD,0.0,0.0,81.31436749195997,1228.5333867320478,12489.760140693585,True,0.02548920499675078,12489.760140693585,0.0,0.02586425074069787
63,2025-03-04 16:00:00,136.19,0.049169105503295576,HOLD,0.0,0.0,81.31436749195997,1228.5333867320478,12302.737095462076,True,0.06872751303326252,12489.760140693585,0.0149741102410893,0.010502846357714368
64,2025-03-04 17:00:00,140.81,0.021247584649196773,HOLD,0.0,0.0,81.31436749195997,1228.5333867320478,12678.40947327493,True,0.02095021660393437,12678.40947327493,0.0,0.0413592325530987
65,2025-03-04 18:00:00,142.66,0.015692861387588884,HOLD,0.0,0.0,81.31436749195997,1228.5333867320478,12828.841053135056,True,0.014860507500350506,12828.841053135056,0.0,0.053715144774194146
66,2025-03-04 19:00:00,143.15,0.009146257105098744,HOLD,0.0,0.0,81.31436749195997,1228.5333867320478,12868.685093206119,True,-0.0011177086971707606,12868.685093206119,0.0,0.056987791794917086
67,2025-03-04 20:00:00,142.02,0.0032038245365444804,HOLD,0.0,0.0,81.31436749195997,1228.5333867320478,12776.799857940203,True,0.021616673707928413,12868.685093206119,0.007140219424160543,0.049440667032842445
68,2025-03-04 21:00:00,145.55,-0.0012724060782008848,HOLD,0.0,0.0,81.31436749195997,1228.5333867320478,13063.839575186823,True,-0.007007901064926214,13063.839575186823,0.0,0.0730170833249868
69,2025-03-04 22:00:00,143.76,-0.002998415568147538,SELL,11689.753470644164,81.31436749195997,0.0,12906.597103905568,12906.597103905568,False,-0.013981636060100056,13063.839575186823,0.012036466796478296,0.06010174882949171
70,2025-03-04 23:00:00,144.78,-0.004321375038296755,HOLD,0.0,0.0,0.0,12906.597103905568,12906.597103905568,False,-0.019339687802182648,13063.839575186823,0.012036466796478296,0.06010174882949171
71,2025-03-05 00:00:00,142.99,0.0018498771487388253,HOLD,0.0,0.0,0.0,12906.597103905568,12906.597103905568,False,-0.005944471641373683,13063.839575186823,0.012036466796478296,0.06010174882949171
72,2025-03-05 01:00:00,145.09,-0.002634952141777368,HOLD,0.0,0.0,0.0,12906.597103905568,12906.597103905568,False,-0.010476256116893068,13063.839575186823,0.012036466796478296,0.06010174882949171
73,2025-03-05 02:00:00,144.53,-0.0006421344247738935,HOLD,0.0,0.0,0.0,12906.597103905568,12906.597103905568,False,-0.011623884314675204,13063.839575186823,0.012036466796478296,0.06105669985936513
74,2025-03-05 03:00:00,141.75,0.008684873215912183,BUY,11615.93739351501,81.86470163048673,81.86470163048673,1290.659710390557,12894.981166512052,True,0.015731922398589004,13063.839575186823,0.012925633976361484,0.060031766208936466
75,2025-03-05 04:00:00,141.98,0.008957668172783964,HOLD,0.0,0.0,81.86470163048673,1290.659710390557,12913.810047887062,True,0.02634173827299624,13063.839575186823,0.011484336319065314,0.0628425381357609
76,2025-03-05 05:00:00,142.14,0.01814978718619326,HOLD,0.0,0.0,81.86470163048673,1290.659710390557,12926.90840014794,True,0.045026030673983364,13063.839575186823,0.010481694470511282,0.0522227999463718
77,2025-03-05 06:00:00,143.57,0.0068292081980155725,HOLD,0.0,0.0,81.86470163048673,1290.659710390557,13043.974923479536,True,0.024796266629518726,13063.839575186823,0.0015205829490602119,0.06175176550773909
78,2025-03-05 07:00:00,142.85,0.01566727627656941,HOLD,0.0,0.0,81.86470163048673,1290.659710390557,12985.032338305587,True,0.027581379068953416,13063.839575186823,0.006032471267552908,0.05695396466565206
79,2025-03-05 08:00:00,143.98,-0.0006712719065902886,HOLD,0.0,0.0,81.86470163048673,1290.659710390557,13077.539451148035,True,-0.0009723572718431939,13077.539451148035,0.0,0.06448384654281636
80,2025-03-05 09:00:00,145.72,-0.010992487456696521,SELL,11929.324321594528,81.86470163048673,0.0,13208.05470766349,13208.05470766349,False,-0.02477353829261586,13208.05470766349,0.0,0.07607597871049276
81,2025-03-05 10:00:00,148.54,-0.026451575294913873,HOLD,0.0,0.0,0.0,13208.05470766349,13208.05470766349,False,-0.046384812171805456,13208.05470766349,0.0,0.06808032961158239
82,2025-03-05 11:00:00,147.13,-0.027977137813338875,HOLD,0.0,0.0,0.0,13208.05470766349,13208.05470766349,False,-0.03439135458438114,13208.05470766349,0.0,0.06850188912125987
83,2025-03-05 12:00:00,146.79,-0.016034269545167856,HOLD,0.0,0.0,0.0,13208.05470766349,13208.05470766349,False,-0.028476054227127068,13208.05470766349,0.0,0.07280670954423263
84,2025-03-05 13:00:00,143.84,0.0012055715488118542,HOLD,0.0,0.0,0.0,13208.05470766349,13208.05470766349,False,0.00451890989988879,13208.05470766349,0.0,0.09155092466766246
85,2025-03-05 14:00:00,142.11,0.005112851429059638,BUY,11887.249236897142,83.56457664949858,83.56457664949858,1320.8054707663487,13196.167458426593,True,0.018647526563929206,13208.05470766349,0.0009000000000000119,0.07021545147278596
86,2025-03-05 15:00:00,141.65,0.010392911156819099,HOLD,0.0,0.0,83.56457664949858,1320.8054707663487,13157.727753167823,True,0.02802682668549239,13208.05470766349,0.003810322989233783,0.053481220211579306
87,2025-03-05 16:00:00,142.07,0.007319315397957176,HOLD,0.0,0.0,83.56457664949858,1320.8054707663487,13192.824875360611,True,0.02125712676849445,13208.05470766349,0.0011530715642813494,0.07234876052312367
88,2025-03-05 17:00:00,142.61,0.006459159189378957,HOLD,0.0,0.0,83.56457664949858,1320.8054707663487,13237.949746751341,True,0.023771124044597025,13237.949746751341,0.0,0.04413331772063955
89,2025-03-05 18:00:00,144.49,0.005619197201175932,HOLD,0.0,0.0,83.56457664949858,1320.8054707663487,13395.0511508524,True,0.012596027406740928,13395.0511508524,0.0,0.0441357169655614
90,2025-03-05 19:00:00,144.76,0.004192627216709503,HOLD,0.0,0.0,83.56457664949858,1320.8054707663487,13417.613586547763,True,-6.907985631388058e-05,13417.613586547763,0.0,0.04265614469278178
91,2025-03-05 20:00:00,145.62,0.004839449191527028,HOLD,0.0,0.0,83.56457664949858,1320.8054707663487,13489.479122466331,True,0.010918829831067178,13489.479122466331,0.0,0.05577916790198678
92,2025-03-05 21:00:00,145.09,0.008459170810132043,HOLD,0.0,0.0,83.56457664949858,1320.8054707663487,13445.189896842097,True,0.025846026604176675,13489.479122466331,0.0032832420897906944,0.02919128939547022
93,2025-03-05 22:00:00,146.0,0.0003978438701408186,HOLD,0.0,0.0,83.56457664949858,1320.8054707663487,13521.23366159314,True,0.018835616438356073,13521.23366159314,0.0,0.04762189078495238
94,2025-03-05 23:00:00,146.31,0.0037251076160846404,HOLD,0.0,0.0,83.56457664949858,1320.8054707663487,13547.138680354485,True,0.023990157883944985,13547.138680354485,0.0,0.049629005328994724
95,2025-03-06 00:00:00,144.75,0.006269536946959774,HOLD,0.0,0.0,83.56457664949858,1320.8054707663487,13416.777940781267,True,0.03633851468048355,13547.138680354485,0.009622750799935464,0.039528686978329564
96,2025-03-06 01:00:00,147.21,-0.00016239951525116335,HOLD,0.0,0.0,83.56457664949858,1320.8054707663487,13622.346799339035,True,0.011276407852727433,13622.346799339035,0.0,0.0554561120697632
97,2025-03-06 02:00:00,148.84,-0.004062521408122266,SELL,12437.751588511368,83.56457664949858,0.0,13746.119307689205,13746.119307689205,False,-0.0014109110454179064,13746.119307689205,0.0,0.06504597586993688
98,2025-03-06 03:00:00,148.75,-0.0001725405144569435,HOLD,0.0,0.0,0.0,13746.119307689205,13746.119307689205,False,0.013647058823529346,13746.119307689205,0.0,0.06600538071257822
99,2025-03-06 04:00:00,149.82,-0.001798620585897318,HOLD,0.0,0.0,0.0,13746.119307689205,13746.119307689205,False,-0.0056067280736884495,13746.119307689205,0.0,0.06445109976960861
100,2025-03-06 05:00:00,150.01,0.005729045324690188,BUY,12371.507376920285,82.38874654718596,82.38874654718596,1374.6119307689205,13733.747800312285,True,0.0158656089594027,13746.119307689205,0.0009000000000000119,0.06241549604815888
101,2025-03-06 06:00:00,148.87,0.002028864451187096,HOLD,0.0,0.0,82.38874654718596,1374.6119307689205,13639.824629248495,True,0.01907704708806346,13746.119307689205,0.0077327044863674255,0.04568007139421981
102,2025-03-06 07:00:00,148.63,0.002371859890315892,HOLD,0.0,0.0,82.38874654718596,1374.6119307689205,13620.051330077169,True,0.0014129045280226737,13746.119307689205,0.009171168588760659,0.04890392070093563
103,2025-03-06 08:00:00,150.78,-0.0026154625090479494,SELL,12422.575204384699,82.38874654718596,0.0,13784.764559949235,13784.764559949235,False,-0.026992969889905738,13784.764559949235,0.0,0.054079371080705485
104,2025-03-06 09:00:00,148.98,-0.004101292474121574,HOLD,0.0,0.0,0.0,13784.764559949235,13784.764559949235,False,-0.01758625318834728,13784.764559949235,0.0,0.04366349663521074
105,2025-03-06 10:00:00,152.39,-0.006738171449026383,HOLD,0.0,0.0,0.0,13784.764559949235,13784.764559949235,False,-0.02191744865148615,13784.764559949235,0.0,0.04366349663521074
106,2025-03-06 11:00:00,151.71,-0.029890418035784173,HOLD,0.0,0.0,0.0,13784.764559949235,13784.764559949235,False,-0.044031375650912974,13784.764559949235,0.0,0.04366349663521074
107,2025-03-06 12:00:00,148.84,-0.02688090383570645,HOLD,0.0,0.0,0.0,13784.764559949235,13784.764559949235,False,-0.03372749260951369,13784.764559949235,0.0,0.04366349663521074
108,2025-03-06 13:00:00,146.71,-0.02002544917601336,HOLD,0.0,0.0,0.0,13784.764559949235,13784.764559949235,False,-0.023720264467316565,13784.764559949235,0.0,0.04366349663521074
109,2025-03-06 14:00:00,146.36,-0.014126766705260396,HOLD,0.0,0.0,0.0,13784.764559949235,13784.764559949235,False,-0.018925936048100667,13784.764559949235,0.0,0.04460363991113092
110,2025-03-06 15:00:00,149.05,-0.022166726303486376,HOLD,0.0,0.0,0.0,13784.764559949235,13784.764559949235,False,-0.0331432405233143,13784.764559949235,0.0,0.04765540209862218
111,2025-03-06 16:00:00,145.03,-0.011277771583592274,HOLD,0.0,0.0,0.0,13784.764559949235,13784.764559949235,False,-0.004206026339378166,13784.764559949235,0.0,0.044868304565624184
112,2025-03-06 17:00:00,143.82,-0.0031776460697388684,HOLD,0.0,0.0,0.0,13784.764559949235,13784.764559949235,False,-0.0011820330969266601,13784.764559949235,0.0,0.04130660892802407
113,2025-03-06 18:00:00,143.23,-0.0006386921933179912,HOLD,0.0,0.0,0.0,13784.764559949235,13784.764559949235,False,0.00041890665363397694,13784.764559949235,0.0,0.02909383508192387
114,2025-03-06 19:00:00,143.59,-0.0272697348129242,HOLD,0.0,0.0,0.0,13784.764559949235,13784.764559949235,False,-0.049237412076049814,13784.764559949235,0.0,0.02736335869513873
115,2025-03-06 20:00:00,144.11,-0.01798075607295391,HOLD,0.0,0.0,0.0,13784.764559949235,13784.764559949235,False,-0.024078828672541963,13784.764559949235,0.0,0.02189005481991635
116,2025-03-06 21:00:00,144.42,-0.01990717679186752,HOLD,0.0,0.0,0.0,13784.764559949235,13784.764559949235,False,-0.025688962747541733,13784.764559949235,0.0,0.025256219191585716
117,2025-03-06 22:00:00,143.65,-0.015915542412660758,HOLD,0.0,0.0,0.0,13784.764559949235,13784.764559949235,False,-0.019979115906717748,13784.764559949235,0.0,0.01949015193078507
118,2025-03-06 23:00:00,143.29,-0.006244016648258605,HOLD,0.0,0.0,0.0,13784.764559949235,13784.764559949235,False,-0.015841998743806096,13784.764559949235,0.0,0.017540669303057088
119,2025-03-07 00:00:00,136.52,0.03506354415809724,BUY,12406.288103954312,90.78436724179869,90.78436724179869,1378.4764559949235,13772.358271845282,True,0.04878406094345156,13784.764559949235,0.0008999999999999009,0.026502662012702904
120,2025-03-07 01:00:00,140.64,0.010382061920389003,HOLD,0.0,0.0,90.78436724179869,1378.4764559949235,14146.38986488149,True,0.02083333333333348,14146.38986488149,0.0,0.03846936752248031
121,2025-03-07 02:00:00,140.71,0.01399929264606575,HOLD,0.0,0.0,90.78436724179869,1378.4764559949235,14152.744770588419,True,0.02572667187833133,14152.744770588419,0.0,0.029581109678842754
122,2025-03-07 03:00:00,140.78,0.01441991887401644,HOLD,0.0,0.0,90.78436724179869,1378.4764559949235,14159.099676295344,True,0.02344082966330463,14159.099676295344,0.0,0.030043415116812522
123,2025-03-07 04:00:00,141.02,0.009425628978351627,HOLD,0.0,0.0,90.78436724179869,1378.4764559949235,14180.887924433377,True,0.018366189193022242,14180.887924433377,0.0,0.031628462332708995
124,2025-03-07 05:00:00,143.18,0.010212095403719923,HOLD,0.0,0.0,90.78436724179869,1378.4764559949235,14376.98215767566,True,0.003561949993015734,14376.98215767566,0.0,0.046836039711516175
125,2025-03-07 06:00:00,143.57,0.012645317741307768,HOLD,0.0,0.0,90.78436724179869,1378.4764559949235,14412.38806089996,True,6.965243435264057e-05,14412.38806089996,0.0,0.05664027600434274
126,2025-03-07 07:00:00,144.33,0.00763890153502954,HOLD,0.0,0.0,90.78436724179869,1378.4764559949235,14481.38418000373,True,-0.01184784868010813,14481.38418000373,0.0,0.0632400590168467
127,2025-03-07 08:00:00,144.08,0.008563175252373462,HOLD,0.0,0.0,90.78436724179869,1378.4764559949235,14458.68808819328,True,0.00048584119933359204,14481.38418000373,0.0015672598370665147,0.04888901259888656
128,2025-03-07 09:00:00,143.61,0.007680757771990138,HOLD,0.0,0.0,90.78436724179869,1378.4764559949235,14416.019435589635,True,0.019009818257781363,14481.38418000373,0.004513708330751487,0.045793663932024664
129,2025-03-07 10:00:00,143.69,0.0032369699247963416,HOLD,0.0,0.0,90.78436724179869,1378.4764559949235,14423.282184968977,True,0.008212123321038378,14481.38418000373,0.00401218518289026,0.04632053179021378
130,2025-03-07 11:00:00,143.58,0.0018976223574510465,HOLD,0.0,0.0,90.78436724179869,1378.4764559949235,14413.29590457238,True,-0.008845243070065512,14481.38418000373,0.004701779511199433,0.04559608848520358
131,2025-03-07 12:00:00,142.62,0.008351256437662397,HOLD,0.0,0.0,90.78436724179869,1378.4764559949235,14326.142912020254,True,0.005048380311316825,14481.38418000373,0.010720057285534712,0.039273674186932395
132,2025-03-07 13:00:00,144.15,0.008293754793974446,HOLD,0.0,0.0,90.78436724179869,1378.4764559949235,14465.042993900206,True,0.03794658342004853,14481.38418000373,0.0011284270826878995,0.049350021974802205
133,2025-03-07 14:00:00,146.34,-0.005939087744661842,SELL,13285.38430216482,90.78436724179869,0.0,14650.57537385758,14650.57537385758,False,-0.00034167008336760674,14650.57537385758,0.0,0.06280925656314107
134,2025-03-07 15:00:00,144.87,-0.0007467522681453595,HOLD,0.0,0.0,0.0,14650.57537385758,14650.57537385758,False,6.902740387926265e-05,14650.57537385758,0.0,0.06280925656314107
135,2025-03-07 16:00:00,142.31,0.0007729056651750726,HOLD,0.0,0.0,0.0,14650.57537385758,14650.57537385758,False,0.002318881315438004,14650.57537385758,0.0,0.06280925656314107
136,2025-03-07 17:00:00,143.34,-0.0036445389956689294,HOLD,0.0,0.0,0.0,14650.57537385758,14650.57537385758,False,-0.01625505790428361,14650.57537385758,0.0,0.06280925656314107
137,2025-03-07 18:00:00,149.62,-0.04509199991969814,HOLD,0.0,0.0,0.0,14650.57537385758,14650.57537385758,False,-0.06877422804437905,14650.57537385758,0.0,0.06280925656314107
138,2025-03-07 19:00:00,146.29,-0.01568163660633692,HOLD,0.0,0.0,0.0,14650.57537385758,14650.57537385758,False,-0.03869027274591563,14650.57537385758,0.0,0.06280925656314107
139,2025-03-07 20:00:00,144.88,-0.010912113917001476,HOLD,0.0,0.0,0.0,14650.57537385758,14650.57537385758,False,-0.03803147432357812,14650.57537385758,0.0,0.06280925656314107
140,2025-03-07 21:00:00,142.64,-0.00798944996840229,HOLD,0.0,0.0,0.0,14650.57537385758,14650.57537385758,False,-0.021031968592260197,14650.57537385758,0.0,0.06280925656314107
